RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT,RACE_TEXT,ECON1MOD_LLM,UNITY_LLM,GPT1_LLM,MOREGUNIMPACT_LLM,GAMBLERESTR_LLM
110.0,2.0,1.0,1.0,,,20240305,1.0,10.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.5534738020403482,2.0665969190667313,"Not Hispanic, White",2,2,2,2,2
115.0,2.0,1.0,,,,20240429,1.0,10.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.0,4.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,9.0,1.0,0.7767369010201741,0.4995135070466759,"Not Hispanic, White",2,2,2,2,2
117.0,2.0,1.0,,,,20240506,1.0,10.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,2.0,5.0,6.0,4.0,6.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,0.7767369010201741,1.1310659204391933,"Not Hispanic, White",2,2,1,1,2
126.0,2.0,1.0,,,,20240426,1.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,3.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,4.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,3.0,5.0,1.0,1.5534738020403482,0.6781118471000442,"Not Hispanic, White",2,2,2,1,2
130.0,3.0,1.0,1.0,,20240209.0,20240209,1.0,10.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,82.0,4.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,0.7767369010201741,0.3497952121470225,"Not Hispanic, White",2,2,2,2,2
133.0,2.0,1.0,,,,20240514,1.0,10.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.0,3.0,1.0,2.0,1.0,6.0,1.0,3.0,1.0,2.0,9.0,3.0,7.0,1.0,2.3302107030605224,1.1101121147465272,"Not Hispanic, White",2,2,2,2,2
137.0,1.0,1.0,1.0,1.0,20240207.0,20240207,1.0,10.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,6.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,,4.0,4.0,8.0,1.0,0.388368450510087,0.9025886200699942,"Not Hispanic, White",2,2,2,2,2
140.0,1.0,1.0,1.0,1.0,20240320.0,20240320,1.0,10.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,3.0,2.0,6.0,6.0,4.0,6.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,1.1651053515302612,0.4562249308303079,"Not Hispanic, White",2,2,2,2,2
141.0,2.0,1.0,,,,20240430,1.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,3.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,1.0,0.7767369010201741,0.6479570950049143,"Not Hispanic, White",2,2,2,2,2
143.0,2.0,1.0,,,,20240513,1.0,10.0,2.0,1.0,2.0,2.0,99.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,11.0,4.0,2.0,6.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,51.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,9.0,3.0,7.0,1.0,2.3302107030605224,1.0795115247374012,"Hispanic, American Indian or Alaska Native, Other",2,2,2,1,2
144.0,2.0,1.0,,,,20240425,1.0,5.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,99.0,2.0,3.0,1.0,2.47643586267303,2.0912599585533655,"Not Hispanic, White",2,2,2,2,2
148.0,1.0,1.0,1.0,1.0,20240213.0,20240213,1.0,9.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,3.0,5.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,1.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.4462133845203579,0.6713723736794558,"Not Hispanic, White",2,2,2,2,2
149.0,1.0,1.0,1.0,1.0,20240326.0,20240326,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,9.0,3.0,5.0,1.0,0.4379748442730751,0.2260927365289435,"Not Hispanic, White",2,2,1,2,2
153.0,2.0,1.0,,,,20240424,1.0,10.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,2.0,6.0,2.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,,1.0,3.0,5.0,2.0,0.7767369010201741,2.249212091591389,"Not Hispanic, White",2,2,2,2,2
157.0,2.0,1.0,,,,20240429,1.0,10.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,83.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.5534738020403482,1.291901366495897,"Not Hispanic, White",2,2,2,2,2
158.0,2.0,1.0,,,,20240506,1.0,10.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,11.0,4.0,2.0,6.0,6.0,4.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,62.0,3.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,7.0,2.0,3.0,1.0,0.7767369010201741,0.5754729282262497,"Not Hispanic, White",2,2,2,1,2
160.0,2.0,1.0,,,,20240425,1.0,10.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,12.0,3.0,2.0,5.0,6.0,3.0,6.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,63.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,9.0,4.0,9.0,1.0,1.5534738020403482,0.8546188873557523,"Not Hispanic, White",2,2,2,2,2
164.0,1.0,1.0,1.0,1.0,20240301.0,20240301,1.0,10.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,99.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,6.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,1.0,2.0,5.0,7.0,1.0,1.0,1.0,2.0,4.0,3.0,7.0,1.0,0.388368450510087,0.2029175001194218,"Not Hispanic, White",2,2,2,2,2
168.0,2.0,1.0,,,,20240528,1.0,10.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,9.0,3.0,5.0,1.0,1.5534738020403482,2.7341195139026326,"Not Hispanic, White",2,2,1,2,2
172.0,2.0,1.0,,,,20240507,1.0,10.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,3.0,2.0,5.0,6.0,4.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,3.0,9.0,2.0,3.0,1.0,1.5534738020403482,0.9688595643112168,"Not Hispanic, White",2,2,1,2,2
175.0,1.0,1.0,1.0,1.0,20240319.0,20240319,1.0,10.0,4.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,54.0,3.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,0.388368450510087,0.3556025097519814,"Not Hispanic, Black",2,2,2,1,2
181.0,1.0,1.0,1.0,1.0,20240224.0,20240224,1.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,9.0,2.0,4.0,1.0,0.7767369010201741,0.589111711845089,"Not Hispanic, White",2,2,2,1,2
183.0,2.0,1.0,,,,20240426,1.0,10.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,3.0,2.0,6.0,6.0,4.0,7.0,3.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,2.0,1.0,1.0,6.0,7.0,1.0,2.0,2.0,,3.0,3.0,6.0,2.0,1.5534738020403482,2.3896115710812955,"Not Hispanic, White",2,2,1,2,2
191.0,1.0,1.0,1.0,1.0,20240302.0,20240302,1.0,8.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,9.0,3.0,2.0,6.0,6.0,4.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,2.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,6.0,3.0,5.0,1.0,0.2254892677314901,0.1769846860477828,"Not Hispanic, White",2,2,1,2,2
193.0,1.0,1.0,1.0,1.0,20240205.0,20240205,1.0,9.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,6.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8924267690407158,1.4727511172671772,"Not Hispanic, White",2,2,2,2,2
203.0,2.0,1.0,,,,20240305,1.0,7.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,12.0,3.0,2.0,5.0,6.0,4.0,3.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,5.0,4.0,8.0,2.0,0.2566003808670266,0.3017851177129827,"Not Hispanic, White",2,2,2,2,2
206.0,2.0,1.0,,,,20240426,1.0,7.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,2.0,6.0,6.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,22.0,1.0,1.0,2.0,6.0,4.0,2.0,3.0,1.0,5.0,8.0,1.0,1.0,1.0,0.3849005713005398,0.4266785788930299,"Hispanic, Other",2,2,2,1,2
213.0,2.0,1.0,,,,20240205,1.0,10.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,,4.0,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7767369010201741,0.7463282047673279,"Not Hispanic, White",2,2,2,2,2
215.0,1.0,1.0,1.0,1.0,20240309.0,20240509,1.0,10.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,99.0,99.0,9.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,99.0,99.0,99.0,1.0,2.0,1.0,4.0,2.0,99.0,1.0,99.0,99.0,2.0,4.0,1.0,0.388368450510087,0.2010761947838764,Not Hispanic,2,2,2,2,2
216.0,3.0,1.0,1.0,,20240325.0,20240325,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,7.0,3.0,6.0,1.0,0.8759496885461502,0.4795536282421843,"Not Hispanic, White",2,2,2,2,2
221.0,2.0,1.0,,,,20240520,1.0,10.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,24.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,8.0,3.0,5.0,1.0,1.5534738020403482,2.2430030518846764,"Hispanic, White, Other",2,2,2,1,2
223.0,1.0,1.0,1.0,1.0,20240304.0,20240304,1.0,10.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,,9.0,3.0,5.0,1.0,1.1651053515302612,1.8704234571311864,"Not Hispanic, White",2,2,2,2,2
229.0,1.0,1.0,1.0,1.0,20240207.0,20240207,1.0,10.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,5.0,9.0,2.0,3.0,1.0,0.388368450510087,0.518362457459156,"Not Hispanic, White",2,2,1,1,2
231.0,1.0,1.0,1.0,1.0,20240203.0,20240203,1.0,5.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,99.0,,99.0,12.0,3.0,99.0,5.0,6.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,99.0,99.0,99.0,1.0,99.0,1.0,4.0,2.0,99.0,1.0,2.0,99.0,1.0,2.0,1.0,1.238217931336515,1.456027319107417,Not Hispanic,2,2,2,2,2
232.0,2.0,1.0,,,,20240429,1.0,10.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,3.0,1.0,2.0,1.0,7.0,1.0,4.0,1.0,2.0,9.0,2.0,4.0,1.0,2.3302107030605224,0.9841561678889504,"Not Hispanic, White",2,2,2,1,2
235.0,2.0,1.0,,,,20240520,1.0,10.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,3.0,28.0,1.0,1.0,1.0,6.0,3.0,3.0,2.0,2.0,,6.0,4.0,9.0,1.0,1.5534738020403482,5.7219464824942925,Hispanic,2,2,1,2,2
238.0,2.0,1.0,,,,20240423,1.0,10.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,12.0,3.0,2.0,6.0,6.0,4.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,9.0,4.0,8.0,1.0,1.5534738020403482,1.9183066927390664,"Not Hispanic, White",2,2,1,2,2
242.0,2.0,1.0,,,,20240425,1.0,10.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,3.0,6.0,1.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,0.7767369010201741,0.6398740890430796,"Not Hispanic, White",2,2,2,2,2
244.0,1.0,1.0,1.0,1.0,20240216.0,20240216,1.0,7.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,28.0,1.0,1.0,2.0,6.0,3.0,3.0,4.0,1.0,1.0,6.0,4.0,9.0,1.0,0.1924502856502699,0.606883904048368,"Hispanic, Other",2,2,2,2,2
